-1998, -1352, 1998
-1967, -1517, 1998
-1709, -1998, 1991
-1494, -1998, 1348
-1433, -1998, 487
-1075, -1877, -44
245, -1455, 432
245, -1455, 432
746, -1392, 655
1072, -878, 542
1171, -545, 586
1228, -395, 530
1173, -392, 78
979, -574, -290
1022, -443, -593
1188, -102, -788
1104, 18, -1014
733, -43, -1501
210, -300, -1990
-355, -528, -1997
-1039, -834, -1997
-1835, -1334, -1997
-1998, -1686, -1997
-1998, -1998, -1549
-1998, -1838, -622
-1998, -1699, 558
-1930, -1654, 1933
-1195, -1361, 1998
-,-,-
-624, -2, -239
-552, 16, -289
-552, 16, -289
-418, 114, -453
-363, 191, -835
-488, 178, -1261
-874, -41, -1802
-1558, -566, -1997
-1998, -1141, -1997
-1998, -1884, -1979
-1998, -1998, 1054
-1959, -1982, 1998
-1468, -1623, 1998
-841, -1445, 1998
-547, -1804, 1998
-133, -1964, 1997
230, -1998, 1777
493, -1786, 1461
755, -1418, 1045
1031, -1084, 718
1129, -972, 405
1071, -863, -103
918, -807, -640
909, -769, -1195
867, -712, -1639
626, -525, -1911
394, -280, -1997
211, 47, -1997
-256, -95, -1997
-1103, -192, -1997
-1896, -406, -1997
-1998, -700, -1953
-1998, -1106, -621
-,-,-
-748, -8, -443
-727, 89, -584
-716, 240, -821
-768, 336, -1247
-984, 279, -1894
-1450, -147, -1997
-1959, -803, -1997
-1998, -1449, -1703
-1998, -1954, -366
-1998, -1998, 1644
-1536, -1998, 1998
-599, -1961, 1998
160, -1779, 1998
783, -1706, 1897
1271, -1596, 1242
1784, -1278, 425
1998, -624, -203
1928, -144, -566
1534, -65, -862
966, -267, -1269
528, -393, -1885
-6, -503, -1997
-6, -503, -1997
-728, -575, -1997
-1399, -643, -1997
-1830, -185, -1997
-1958, -241, -1961
-1998, -528, -1379
-1998, -864, -762
-,-,-
-502, 146, -313
-380, 239, -523
-374, 293, -835
-544, 177, -1102
-909, -11, -1379
-1480, -587, -1720
-1981, -1282, -1978
-1998, -1581, -1978
-1998, -1894, -1276
-1998, -1995, 1903
-1998, -1729, 1998
-1979, -1539, 1998
-1526, -1657, 1998
-999, -1820, 1956
-425, -1667, 1699
149, -1421, 1559
660, -1249, 1396
1122, -1152, 1145
1527, -1175, 852
1655, -899, 445
1528, -498, 259
1373, -478, 6
1298, -785, -742
1280, -630, -1839
1122, -177, -1997
588, -174, -1997
-22, -483, -1997
-553, -677, -1997
-1315, -888, -1997
-1969, -1289, -1914
-1998, -1530, -1276
-1998, -1278, -743
-1998, -991, -506
-,-,-
-592, 99, -324
-617, 142, -511
-671, 55, -590
-730, -134, -736
-786, -92, -939
-1158, 67, -1300
-1807, -353, -1713
-1998, -1510, -1982
-1998, -1895, -1588
-1951, -1639, -489
-1312, -1243, 1585
-1189, -1252, 1993
-1019, -1389, 1998
-838, -1569, 1913
-586, -1560, 1841
-402, -1451, 1998
-365, -1422, 1998
-356, -1453, 1990
-90, -1432, 1520
492, -1392, 848
1164, -1236, 466
